tip_label,Alv_Alv_pl_fwd,Alv_Dent_pl_fwd,Alv_Edge_pl_fwd,Alv_Glide_pl_fwd,Alv_Glot_pl_fwd,Alv_Lab_pl_fwd,Alv_Pal_pl_fwd,Alv_Retr_pl_fwd,Alv_Vel_pl_fwd,Alv_Vowel_pl_fwd,Dent_Alv_pl_fwd,Dent_Dent_pl_fwd,Dent_Edge_pl_fwd,Dent_Glide_pl_fwd,Dent_Glot_pl_fwd,Dent_Lab_pl_fwd,Dent_Pal_pl_fwd,Dent_Retr_pl_fwd,Dent_Vel_pl_fwd,Dent_Vowel_pl_fwd,Edge_Alv_pl_fwd,Edge_Dent_pl_fwd,Edge_Edge_pl_fwd,Edge_Glide_pl_fwd,Edge_Glot_pl_fwd,Edge_Lab_pl_fwd,Edge_Pal_pl_fwd,Edge_Retr_pl_fwd,Edge_Vel_pl_fwd,Edge_Vowel_pl_fwd,Glide_Alv_pl_fwd,Glide_Dent_pl_fwd,Glide_Edge_pl_fwd,Glide_Glide_pl_fwd,Glide_Glot_pl_fwd,Glide_Lab_pl_fwd,Glide_Pal_pl_fwd,Glide_Retr_pl_fwd,Glide_Vel_pl_fwd,Glide_Vowel_pl_fwd,Glot_Alv_pl_fwd,Glot_Dent_pl_fwd,Glot_Edge_pl_fwd,Glot_Glide_pl_fwd,Glot_Glot_pl_fwd,Glot_Lab_pl_fwd,Glot_Pal_pl_fwd,Glot_Retr_pl_fwd,Glot_Vel_pl_fwd,Glot_Vowel_pl_fwd,Lab_Alv_pl_fwd,Lab_Dent_pl_fwd,Lab_Edge_pl_fwd,Lab_Glide_pl_fwd,Lab_Glot_pl_fwd,Lab_Lab_pl_fwd,Lab_Pal_pl_fwd,Lab_Retr_pl_fwd,Lab_Vel_pl_fwd,Lab_Vowel_pl_fwd,Pal_Alv_pl_fwd,Pal_Dent_pl_fwd,Pal_Edge_pl_fwd,Pal_Glide_pl_fwd,Pal_Glot_pl_fwd,Pal_Lab_pl_fwd,Pal_Pal_pl_fwd,Pal_Retr_pl_fwd,Pal_Vel_pl_fwd,Pal_Vowel_pl_fwd,Retr_Alv_pl_fwd,Retr_Dent_pl_fwd,Retr_Edge_pl_fwd,Retr_Glide_pl_fwd,Retr_Glot_pl_fwd,Retr_Lab_pl_fwd,Retr_Pal_pl_fwd,Retr_Retr_pl_fwd,Retr_Vel_pl_fwd,Retr_Vowel_pl_fwd,Vel_Alv_pl_fwd,Vel_Dent_pl_fwd,Vel_Edge_pl_fwd,Vel_Glide_pl_fwd,Vel_Glot_pl_fwd,Vel_Lab_pl_fwd,Vel_Pal_pl_fwd,Vel_Retr_pl_fwd,Vel_Vel_pl_fwd,Vel_Vowel_pl_fwd,Vowel_Alv_pl_fwd,Vowel_Dent_pl_fwd,Vowel_Edge_pl_fwd,Vowel_Glide_pl_fwd,Vowel_Glot_pl_fwd,Vowel_Lab_pl_fwd,Vowel_Pal_pl_fwd,Vowel_Retr_pl_fwd,Vowel_Vel_pl_fwd,Vowel_Vowel_pl_fwd,Edge_Edge_man_fwd,Edge_Glide_man_fwd,Edge_Lat_man_fwd,Edge_Nas_man_fwd,Edge_Obs_man_fwd,Edge_Rhoglide_man_fwd,Edge_Vibr_man_fwd,Edge_Vowel_man_fwd,Glide_Edge_man_fwd,Glide_Glide_man_fwd,Glide_Lat_man_fwd,Glide_Nas_man_fwd,Glide_Obs_man_fwd,Glide_Rhoglide_man_fwd,Glide_Vibr_man_fwd,Glide_Vowel_man_fwd,Lat_Edge_man_fwd,Lat_Glide_man_fwd,Lat_Lat_man_fwd,Lat_Nas_man_fwd,Lat_Obs_man_fwd,Lat_Rhoglide_man_fwd,Lat_Vibr_man_fwd,Lat_Vowel_man_fwd,Nas_Edge_man_fwd,Nas_Glide_man_fwd,Nas_Lat_man_fwd,Nas_Nas_man_fwd,Nas_Obs_man_fwd,Nas_Rhoglide_man_fwd,Nas_Vibr_man_fwd,Nas_Vowel_man_fwd,Obs_Edge_man_fwd,Obs_Glide_man_fwd,Obs_Lat_man_fwd,Obs_Nas_man_fwd,Obs_Obs_man_fwd,Obs_Rhoglide_man_fwd,Obs_Vibr_man_fwd,Obs_Vowel_man_fwd,Rhoglide_Edge_man_fwd,Rhoglide_Glide_man_fwd,Rhoglide_Lat_man_fwd,Rhoglide_Nas_man_fwd,Rhoglide_Obs_man_fwd,Rhoglide_Rhoglide_man_fwd,Rhoglide_Vibr_man_fwd,Rhoglide_Vowel_man_fwd,Vibr_Edge_man_fwd,Vibr_Glide_man_fwd,Vibr_Lat_man_fwd,Vibr_Nas_man_fwd,Vibr_Obs_man_fwd,Vibr_Rhoglide_man_fwd,Vibr_Vibr_man_fwd,Vibr_Vowel_man_fwd,Vowel_Edge_man_fwd,Vowel_Glide_man_fwd,Vowel_Lat_man_fwd,Vowel_Nas_man_fwd,Vowel_Obs_man_fwd,Vowel_Rhoglide_man_fwd,Vowel_Vibr_man_fwd,Vowel_Vowel_man_fwd
Ngadjumaya,0.06938775510204082,0.003061224489795918,0.0020408163265306124,0.0010204081632653062,NA,0.0673469387755102,0.014285714285714285,0,0.10510204081632653,0.7377551020408163,0.11538461538461538,0.11538461538461538,0,0,NA,0,0,0,0,0.7692307692307692,0.0034934497816593887,0.0034934497816593887,0,0.21659388646288208,NA,0.2698689956331878,0.11441048034934496,0.09170305676855894,0.27336244541484717,0.02707423580786026,0,0,0,0.004819277108433735,NA,0.033734939759036145,0,0,0.012048192771084338,0.9493975903614458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.07320872274143303,0,0,0,0.9267912772585669,0,0,0,0.0021141649048625794,NA,0.023255813953488372,0.10782241014799154,0,0.012684989429175475,0.854122621564482,0,0,0,0,NA,0.028277634961439587,0.010282776349614397,0.11053984575835475,0.056555269922879174,0.7943444730077122,0,0,0,0.0028943560057887122,NA,0.0028943560057887122,0,0,0.0361794500723589,0.9580318379160636,0.42301649646504325,0.006284367635506678,0.0192458758837392,0.06559308719560093,NA,0.07266300078554595,0.12293794186959937,0.09662215239591516,0.08876669285153181,0.10487038491751767,0,0.2085889570552147,8.76424189307625e-4,0.28659070990359337,0.46801051709027175,0.008764241893076249,0,0.02716914986853637,0,0,0,0,0,0,0,1,0.0032679738562091504,0,0,0.0196078431372549,0.303921568627451,0,0,0.6732026143790849,0,0.0018850141376060322,0,0.010367577756833177,0.2620169651272385,0,0,0.7257304429783223,0,0,0,6.527415143603134e-4,0.0013054830287206269,6.527415143603134e-4,0,0.9973890339425587,0,0.017543859649122806,0,0,0.16666666666666666,0,0,0.8157894736842104,0.003663003663003663,0,0.007326007326007326,0.03663003663003663,0.2564102564102564,0.003663003663003663,0,0.6923076923076923,0.019367588932806323,0.0233201581027668,0.1359683794466403,0.3316205533596838,0.21462450592885374,0.042687747035573126,0.12687747035573121,0.10553359683794467
Bilinarra,0.046068308181096106,NA,NA,0.024622716441620333,NA,0.09451945988880064,0.03256552819698173,7.942811755361397e-4,0.11199364575059571,0.6894360603653693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.20683760683760682,NA,0.21709401709401713,0.17720797720797724,0.1361823361823362,0.26096866096866095,0.0017094017094017094,0,NA,NA,0,NA,0,0,0,0.001408450704225352,0.9985915492957746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.0010471204188481674,NA,0.08062827225130889,0,0,0.01675392670157068,0.9015706806282723,0.0013698630136986304,NA,NA,0.0013698630136986304,NA,0.04109589041095891,0.0726027397260274,0,0.024657534246575345,0.8589041095890412,0,NA,NA,0.016352201257861635,NA,0.05534591194968553,0.003773584905660377,0.042767295597484274,0.05786163522012578,0.8238993710691823,8.305647840531562e-4,NA,NA,0.004152823920265781,NA,0.009966777408637875,0,0,0.09385382059800666,0.8911960132890365,0.3416025800049616,NA,NA,0.07343091044405856,NA,0.10121557926072935,0.12304639047382784,0.1505829818903498,0.15182336889109405,0.058298189034978916,NA,0.20227920227920226,0.04045584045584045,0.24387464387464386,0.5071225071225071,0.004558404558404558,0,0.0017094017094017092,NA,0,0,0,0,0,0,1,NA,0.029871977240398292,0,0.051209103840682786,0.14509246088193456,0,0,0.7738264580369844,NA,0,0,0.010273972602739727,0.2842465753424658,0,0,0.7054794520547946,NA,0.003585835948005379,0,0.0031376064545047067,0.03989242492155984,0,0,0.9533841326759301,NA,0,0,0,0.006172839506172839,0,0,0.9938271604938271,NA,0.04007285974499089,0,0.06193078324225865,0.20036429872495445,0,0,0.697632058287796,NA,0.035226990821136193,0.1694368643016621,0.30836020838501615,0.24286777474572066,0.038203919622922355,0.14760605308856364,0.058298189034978916
Gurindji,0.042960442364951085,NA,0,0.022543598468736707,NA,0.08379413015737984,0.0276478094427903,0,0.09953211399404509,0.7235219055720971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1369136064529824,NA,0,0.2156654638081087,NA,0.2241562300997665,0.16323498195712163,2.1226915729144558e-4,0.2581192952663978,0.0016981532583315647,0,NA,0,0,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60100828231905e-4,NA,0,7.2020165646381e-4,NA,0.0864241987756572,0.001080302484695715,0,0.020885848037450486,0.890529348217501,9.416195856873824e-4,NA,0,0.006120527306967984,NA,0.044726930320150654,0.0795668549905838,0,0.04284369114877589,0.8258003766478342,0,NA,0,0.01654135338345865,NA,0.08421052631578949,0.011278195488721806,0.05789473684210527,0.09774436090225565,0.7323308270676693,0.0015654351909830933,NA,0,0.004383218534752661,NA,0.015967438948027553,0.001878522229179712,0,0.09924859110832812,0.8769567939887288,0.37206522667122,NA,2.561256723298899e-4,0.07188593870058908,NA,0.1004866387774268,0.12866046273371468,0.12439170152821652,0.13181934602578332,0.07043455989071971,0,0.20887285077478243,0.04754829123328381,0.21842496285289748,0.5162385905327956,0.006792613033326259,4.2453831458289117e-4,0.0016981532583315647,0,0,0,0,0,0,0,1,0,0.03272186415468517,0,0.06990580069410014,0.16757560733763013,0,0,0.7297967278135845,0,0.0014275517487508924,2.379252914584821e-4,0.01498929336188437,0.31310968355936236,2.379252914584821e-4,0,0.6699976207470855,0,0.0027031324534902207,1.590077913817777e-4,0.0038161869931626646,0.047225314040387975,0,0,0.9460963587215774,0,0,0,0,0,0,0,1,0,0.04140914709517923,0,0.05438813349814585,0.18355995055624227,0,0,0.7206427688504327,2.561256723298899e-4,0.03474771621275506,0.16784769060018784,0.31853496115427304,0.21856057372150603,0.037138222487834036,0.15248015026039444,0.07043455989071971
Jaru,0.055702917771883284,NA,0.025464190981432357,0.015915119363395226,NA,0.06472148541114059,0.007957559681697613,0,0.09336870026525199,0.7368700265251988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.083299305839118e-4,NA,0.004083299305839118,0.20865659452837895,NA,0.26704777460187834,0.14781543487137608,0.09514087382605145,0.27684769293589223,0,0,NA,0,0,NA,9.337068160597571e-4,9.337068160597571e-4,0,0.0028011204481792713,0.9953314659197011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.621951219512195e-4,NA,0.001524390243902439,7.621951219512195e-4,NA,0.08841463414634147,0,0,0.001524390243902439,0.9070121951219512,0.0041450777202072546,NA,0.018652849740932644,0.0020725388601036273,NA,0.018652849740932644,0.14093264248704662,0,0.01450777202072539,0.8010362694300519,0,NA,0.00333889816360601,0.00667779632721202,NA,0.041736227045075125,0.008347245409015025,0.06176961602671119,0.03672787979966611,0.8414023372287145,6.734006734006733e-4,NA,0.008754208754208754,6.734006734006733e-4,NA,0.0047138047138047135,0,0,0.0835016835016835,0.9016835016835016,0.41503644035289605,NA,0.02838511699271193,0.10145761411584196,NA,0.07479861910241657,0.11910241657077099,0.07422324510932106,0.10644418872266974,0.08055235903337168,0.004083299305839117,0.1980400163331972,0.03715802368313597,0.27276439363005306,0.47692935892200894,0.010616578195181706,4.0832993058391177e-4,0,0,0,0,0,0,0,0,1,0.01583710407239819,0.021493212669683258,0,0.03506787330316742,0.16289592760180996,0,0,0.7647058823529411,0.012869399428026692,0.0014299332697807435,0,0.009532888465204958,0.2855100095328885,0,0,0.6906577693040992,0.00922722029988466,7.689350249903883e-4,3.8446751249519417e-4,0.0030757400999615533,0.0130718954248366,3.8446751249519417e-4,0,0.9730872741253364,0,0,0,0,0.01453488372093023,0,0,0.9854651162790697,0.027149321266968326,0.0196078431372549,0.0030165912518853692,0.024132730015082954,0.11312217194570136,0,0,0.8129713423831071,0.02838511699271193,0.03950901419255849,0.17011891062523973,0.3287303413885692,0.14230916762562332,0.061948599923283464,0.14844649021864212,0.08055235903337168
Mudburra,0.035058430717863104,NA,0,0.01669449081803005,NA,0.08013355592654424,0.021702838063439065,0,0.10851419031719534,0.7378964941569282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011737089201877935,NA,0.002347417840375587,0.2335680751173709,NA,0.17605633802816903,0.1619718309859155,0.12558685446009388,0.29225352112676056,0.007042253521126761,0,NA,0,0.0025252525252525255,NA,0,0,0,0.007575757575757575,0.9898989898989898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0.08158508158508158,0,0,0.0023310023310023314,0.9160839160839161,0,NA,0,0.0029498525073746317,NA,0.05604719764011799,0.061946902654867256,0,0.03834808259587021,0.84070796460177,0,NA,0,0.004576659038901602,NA,0.04805491990846682,0.011441647597254004,0.06636155606407322,0.04805491990846682,0.8215102974828375,0,NA,0,0.0016806722689075631,NA,0.018487394957983194,0.0016806722689075631,0,0.0588235294117647,0.9193277310924369,0.3316142341413099,NA,0.0025786487880350697,0.09437854564208356,NA,0.08973697782362042,0.10933470861268695,0.18102114492006185,0.13254254770500257,0.058793192367199584,0.002347417840375587,0.2300469483568075,0.034037558685446015,0.18896713615023475,0.5328638497652582,0.0035211267605633804,0.0011737089201877935,0.007042253521126761,0,0,0,0,0,0,0,1,0,0.022508038585209004,0.0032154340836012866,0.07395498392282959,0.08360128617363345,0,0,0.8167202572347267,0,0.0041841004184100415,0,0.026499302649930265,0.2719665271966527,0,0,0.697350069735007,0,0.0018298261665141812,0,0.007319304666056725,0.032021957913998166,0,0,0.9588289112534308,0,0.008620689655172415,0,0.008620689655172415,0.01724137931034483,0,0,0.9655172413793104,0,0.007194244604316547,0,0.043165467625899276,0.14388489208633093,0,0,0.8057553956834532,0.0025786487880350697,0.035585353274883956,0.15987622485817432,0.295513151108819,0.23517276946879834,0.058793192367199584,0.15368746776689016,0.058793192367199584
Ngarinyman,0.03930530164533821,NA,0.0027422303473491776,0.02376599634369287,NA,0.07952468007312616,0.021023765996343695,0,0.13528336380255943,0.6983546617915904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.1981981981981982,NA,0.227997227997228,0.1690921690921691,0.13444213444213443,0.27027027027027023,0,0,NA,0,0,NA,0,0,0,0.003527336860670194,0.9964726631393298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0012594458438287153,0,NA,0.08060453400503778,0,0,0.021410579345088162,0.8967254408060453,0,NA,0.004777070063694267,0.0031847133757961785,NA,0.04936305732484077,0.08917197452229299,0,0.04617834394904459,0.8073248407643312,0,NA,0,0.015025041736227046,NA,0.03672787979966611,0.00333889816360601,0.0333889816360601,0.04340567612687813,0.8681135225375627,0.0011494252873563218,NA,0.004597701149425287,0.006896551724137931,NA,0.016091954022988506,0.0022988505747126436,0,0.01839080459770115,0.9505747126436781,0.38025210084033617,NA,0.006002400960384154,0.07232893157262905,NA,0.10024009603841537,0.12695078031212484,0.12605042016806722,0.1290516206482593,0.059123649459783906,0,0.19126819126819125,0.040887040887040885,0.22245322245322244,0.5384615384615384,0.00693000693000693,0,0,0,0,0,0,0,0,0,1,0,0.03893805309734514,0,0.06548672566371683,0.15221238938053097,0,0,0.7433628318584071,0.0027522935779816515,0,0,0.011009174311926606,0.2403669724770642,0,0,0.7458715596330275,0.0033277870216306153,0.0033277870216306153,0,0.009428729894620076,0.04437049362174154,0,0,0.9395452024403771,0,0,0,0,0.017241379310344827,0,0,0.9827586206896551,0.0037950664136622387,0.028462998102466792,0,0.036053130929791274,0.1669829222011385,0,0,0.7647058823529411,0.006002400960384154,0.04051620648259304,0.1641656662665066,0.29111644657863145,0.23769507803121248,0.03181272509003601,0.16956782713085233,0.059123649459783906
WalmajarriHR,0.07541969431220245,NA,0.0015033826108744677,0.00851916812828865,NA,0.10724129290904535,0.039338511651215234,0,0.08794788273615635,0.6800300676522175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.1870598591549296,NA,0.26430457746478875,0.15867077464788734,0.12742077464788734,0.26254401408450706,0,0,NA,0,0.0018105009052504525,NA,0.020519010259505126,6.035003017501509e-4,0,0.003621001810500905,0.9734459867229934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004310344827586206,NA,0,0.002155172413793103,NA,0.056034482758620684,0.002155172413793103,0,0.0049261083743842365,0.9304187192118226,0.0060767185719711354,NA,0.0030383592859855677,0.007595898214963918,NA,0.0751993923281428,0.06342575009494873,0,0.03532092669958223,0.8093429548044055,0,NA,6.828269033799933e-4,0.00716968248548993,NA,0.039262546944349615,0.010242403550699898,0.06145442130419939,0.044725162171389554,0.8364629566404916,0.003402324922030054,NA,0,0.003685851998865892,NA,0.013892826764956054,0.0042529061525375675,0,0.05783952367451091,0.9169265664870996,0.34061171764313697,NA,0.004167013917826486,0.05908825735477957,NA,0.08734061171764314,0.14767897324777066,0.19151595966330529,0.1312609384115343,0.03833652804400367,0,0.1619718309859155,0.05149647887323943,0.2777288732394366,0.4837147887323943,0.025088028169014082,0,0,0,0,0,0,0,0,0,1,0.0010090817356205853,0.008577194752774974,0.004036326942482341,0.052976791120080725,0.1917255297679112,0,0,0.7416750756811301,0.002249524139124416,0.0032877660494895315,0.0010382419103651152,0.014535386745111612,0.22841322028032535,3.4608063678837173e-4,0,0.7501297802387956,0,0.00437729454956227,0.0036712792996328723,0.003953685399604631,0.03431234114656877,1.412030499858797e-4,0,0.9535441965546456,0,0.0048000000000000004,0,0.0032000000000000006,0.062400000000000004,0,0,0.9296000000000001,6.734006734006734e-4,0.016835016835016835,0.012121212121212121,0.06868686868686869,0.23299663299663298,0,0,0.6686868686868687,0.004167013917826486,0.016751395949662472,0.157013084423702,0.384198683223602,0.22018501541795152,0.042336861405117096,0.13701141761813485,0.03833652804400367
Ngardily,0.06798866855524079,NA,0.0056657223796034,0,NA,0.11048158640226628,0.014164305949008499,0,0.12181303116147309,0.6798866855524079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.24041811846689895,NA,0.2386759581881533,0.14634146341463417,0.09581881533101046,0.2787456445993032,0,0,NA,0,0,NA,0,0.004219409282700422,0,0,0.9957805907172996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0.08529411764705881,0,0,0,0.9147058823529411,0,NA,0.012244897959183675,0.0163265306122449,NA,0.04489795918367347,0.07755102040816327,0,0.04489795918367347,0.8040816326530613,0,NA,0,0.0037878787878787876,NA,0.01893939393939394,0.01515151515151515,0.07954545454545454,0.026515151515151516,0.856060606060606,0,NA,0,0.002314814814814815,NA,0,0,0,0.0763888888888889,0.9212962962962964,0.30376569037656903,NA,0.014225941422594143,0.07782426778242678,NA,0.100418410041841,0.14476987447698744,0.1631799163179916,0.14560669456066944,0.0502092050209205,0,0.2299651567944251,0.047038327526132406,0.22822299651567943,0.48257839721254353,0.010452961672473868,0.0017421602787456446,0,0,0,0,0,0,0,0,1,0.017341040462427747,0.011560693641618498,0,0.017341040462427747,0.1791907514450867,0,0,0.7745664739884394,0.003976143141153081,0.005964214711729622,0,0.021868787276341946,0.31809145129224653,0,0,0.6500994035785288,0,0.0013531799729364006,0,0.0013531799729364006,0.014884979702300407,0,0,0.9824086603518268,0,0,0,0,0.01612903225806452,0,0,0.9838709677419355,0,0,0.0045662100456621,0.0182648401826484,0.1324200913242009,0,0,0.8447488584474886,0.014225941422594143,0.030962343096234312,0.13556485355648537,0.3338912133891213,0.19581589958158993,0.04686192468619247,0.19246861924686193,0.0502092050209205
Warlmanpa,0.058892815076560655,NA,0,0.017667844522968195,NA,0.1531213191990577,0.07773851590106007,0,0.10365135453474676,0.5889281507656066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.24129353233830844,NA,0.2669983416252073,0.1343283582089552,0.11359867330016582,0.24378109452736316,0,0,NA,0,0,NA,0.0015600624024960997,0,0,0.004680187207488299,0.9937597503900155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0.05240174672489083,0,0,0,0.9475982532751092,0.004424778761061946,NA,0,0.045722713864306784,NA,0.07817109144542772,0.038348082595870206,0,0.0575221238938053,0.775811209439528,0.0025673940949935818,NA,0,0.015404364569961488,NA,0.06546854942233633,0.008985879332477536,0.06418485237483953,0.06546854942233633,0.7779204107830553,0,NA,0,0.005107252298263534,NA,0.008171603677221655,0.0040858018386108275,0,0.08580183861082737,0.8968335035750766,0.2739000992391664,NA,0.0039695666556400925,0.09526959973536223,NA,0.10023155805491235,0.13926563016870658,0.19715514389679126,0.13926563016870658,0.05094277208071452,0,0.2388059701492537,0.043117744610281915,0.20480928689883912,0.5107794361525705,0.002487562189054726,0,0,0,0,0,0,0,0,0,1,0,0.05203252032520326,0.004878048780487805,0.02764227642276423,0.2682926829268293,0,0,0.6471544715447155,0,0.00554016620498615,9.233610341643583e-4,0.01662049861495845,0.3296398891966759,0,0,0.6472760849492151,0,0.008097165991902834,0,0.003598740440845704,0.049482681061628425,4.49842555105713e-4,0,0.9383715699505173,0,0,0,0.005102040816326531,0.015306122448979591,0,0,0.9795918367346939,0,0.021428571428571425,0.0035714285714285713,0.04285714285714285,0.24285714285714283,0,0,0.6892857142857143,0.0039695666556400925,0.0314257360238174,0.1869004300363877,0.26662256037049287,0.30168706582864707,0.06384386371154482,0.09460800529275554,0.05094277208071452
Warlpiri,0.06843090082865544,NA,0,0.02205292702485966,NA,0.14688585939588344,0.021919272921678692,5.346164127238706e-4,0.12403100775193798,0.6161454156642608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.2964477681701332,NA,0.22563683103528862,0.15365739658798785,0.117200280439355,0.20705772376723536,0,0,NA,0,0,NA,0,5.626406601650413e-4,0,0,0.999437359339835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0.043980128579777907,0,0,0,0.956019871420222,0.0016201620162016202,NA,0,0.021422142214221424,NA,0.08136813681368137,0.10765076507650766,5.400540054005401e-4,0.05706570657065707,0.7303330333033303,0.0017736214124475975,NA,0,0.014995162850693326,NA,0.09029345372460497,0.019671073847146083,0.09480812641083522,0.08932602386326992,0.6891325378910029,0,NA,0,0,NA,0,0,0,0.05995423340961098,0.940045766590389,0.2942773769960282,NA,0.005633460322606793,0.09795736402691092,NA,0.10111858636621546,0.14326821755694255,0.1923887492907514,0.10468509362081543,0.06067115181972927,0,0.2803225052582379,0.04568824491703669,0.2152372049544286,0.40383267118485633,0.016125262911895304,0.03879411077354522,0,0,0,0,0,0,0,0,1,0,0.040484953453128386,0.0032474561593418493,0.03723749729378653,0.36652955185105,0,8.659883091578263e-4,0.5516345529335355,0,0.008222932846048425,7.994518044769301e-4,0.02523983554134308,0.3677478300593878,0,2.2841480127912289e-4,0.5977615349474645,0,0,0,0,4.985044865403788e-4,0,0,0.9995014955134596,0,0,0,0,0.0020000000000000005,0,0,0.9980000000000001,0,0.02221796590691438,0.0034476153993487834,0.042329055736448955,0.1974717487071442,3.8306837770542035e-4,7.661367554108407e-4,0.7333844091170273,0.005633460322606793,0.04283861554672935,0.18067601523871282,0.2614898273486261,0.1872011023749696,0.05511874848018156,0.20637107886844452,0.06067115181972927
